#Gene_symbol	Refseq_IDs	RPKM	reads	CAST_hits	C57_hits
2010003K11Rik	NM_027237	0.0	0	0	0
Ube1y1	NM_011667	0.0	0	0	0
Kif23	NM_024245	120.857009192	1159	11	172
Ube1y1	NM_011667	0.0	0	0	0
Riok1	NM_024242	0.911093431362	7	2	0
1810020D17Rik	NM_001177945|NM_001177947|NM_001177946|NM_183251	0.0	0	0	0
Zfp595	NM_177622	0.0	0	0	0
Ip6k3	NM_173027	0.0	0	0	0
Klhl31	NM_172925	0.0	0	0	0
C230081A13Rik	NM_172924	1.23670929046	38	0	0
Serpina3b	NM_173024	0.0	0	0	0
AI118078	NM_172923	0.0	0	0	0
Ankk1	NM_172922	0.0	0	0	0
BC048403	NM_173022	0.0	0	0	0
Dpp3	NM_133803	0.199673103854	2	0	0
Srf	NM_020493	0.174516797016	2	0	0
Tnfaip8l1	NM_025566	0.0	0	0	0
Whsc2	NM_011914	10.2467444497	62	2	0
Gprin1	NM_012014	0.0	0	0	0
Klhl10	NM_025727	0.0	0	0	0
Ccdc96	NM_025725	0.0	0	0	0
4921510H08Rik	NM_025724	0.0955965270594	1	0	0
5830428M24Rik	NR_038061|NR_038060	0.0	0	0	0
Pigx	NM_024464|NM_001111025	72.954139882	201	0	0
Ppp3r1	NM_024459	0.0	0	0	0
Cst6	NM_028623	0.0	0	0	0
Ptprn	NM_008985	0.0	0	0	0
Il1a	NM_010554	0.0	0	0	0
Zfp37	NM_009554	0.0	0	0	0
D330050I16Rik	NR_033224	0.0	0	0	0
4930481A15Rik	NR_027939|NR_027940|NR_015545|NR_027938	6.19977989995	10	0	15
Zyg11a	NM_001167936	0.156028232894	1	0	0
AI837181	NM_134149|NR_024189	0.0	0	0	0
Qrich1	NM_001114119|NM_175143	0.0	0	0	0
Slfn10-ps	NM_181542	5.26011947834	39	0	19
Ccdc85b	NR_028440|NM_198616	0.118417979142	1	0	0
Cdk14	NM_011074	40.7982852123	561	131	0
Csnk2a2	NM_009974	34.8112907548	366	9	7
Prf1	NM_011073	0.0	0	0	0
Csn1s2b	NM_009973	0.0	0	0	0
Csn2	NM_009972	0.0	0	0	0
Csf3	NM_009971	0.0	0	0	0
1700020D05Rik	NM_023781	0.0	0	0	0
Kat5	NR_037603|NM_001199248|NM_178637|NM_001199247|NM_001199249	0.623564661289	3	0	1
Slc45a2	NM_053077	0.0	0	0	0
Zfp263	NM_148924	19.4988607778	177	0	22
Clec9a	NM_172732|NM_001205363|NM_001205365|NM_001205364	0.0	0	0	0
Adarb2	NM_052977	0.0	0	0	0
Rtn3	NM_053076|NM_001003934|NM_001003933	0.0	0	0	0
Rheb	NM_053075	125.48141291	524	0	0
Nup62	NM_053074	22.6296780771	147	0	0
Cox6c	NM_053071	589.500489235	718	18	16
Car7	NM_053070	0.0	0	0	0
Vwa1	NM_147776	0.0	0	0	0
Mlph	NM_053015	0.0	0	0	0
Agpat3	NM_053014	1.92127059152	19	0	0
Lrp1b	NM_053011	0.0	0	0	0
Stat3	NM_213659|NM_011486|NM_213660	3.18598238264	40	0	0
Tigd3	NM_198634	0.0	0	0	0
Abcf2	NM_001190443|NM_013853	47.8180539898	298	28	0
Gne	NM_015828|NM_001190414	0.0701835000778	1	0	0
Tas2r121	NM_207024	0.0	0	0	0
Tas2r120	NM_207023	0.0	0	0	0
Tas2r114	NM_207019	0.0	0	0	0
Tas2r113	NM_207018	0.0	0	0	0
Tas2r106	NM_207016	0.0	0	0	0
Tas2r104	NM_207011	0.0	0	0	0
Hp1bp3	NM_010470|NM_001122896|NM_001122897	2.10088869464	18	0	0
Col19a1	NM_007733	0.0	0	0	0
Col17a1	NM_007732	0.0328987311251	1	0	0
Cd33	NM_021293|NM_001111058	0.734269377249	5	0	0
Evc	NM_021292	0.0	0	0	0
Zfpl1	NM_024231	53.9771275781	180	0	0
Mfap3l	NM_027756|NM_001177881|NM_001177882	0.116536228788	2	0	0
Phka2	NM_001177879|NM_001177878|NM_172783	0.0	0	0	0
1110034A24Rik	NM_027269	1.01390667166	4	0	0
Scrn1	NM_027268	0.0	0	0	0
Rg9mtd3	NM_027266	56.1687748664	318	0	51
Gpha2	NM_130453	0.0	0	0	0
Gimap8	NM_001077410|NM_212486	0.0	0	0	0
Dagla	NM_198114	0.0	0	0	0
Ssh3	NM_198113	0.0	0	0	0
Rxfp1	NM_212452	0.0	0	0	0
Ctdspl2	NM_212450	84.0655584423	970	0	0
Mapk8ip1	NM_001202445|NM_001202446|NM_011162	0.0	0	0	0
Papss2	NM_001201470|NM_011864	0.0	0	0	0
Nefm	NM_008691	0.0	0	0	0
Nkx2-9	NM_008701	0.0	0	0	0
Nfkb1	NM_008689	0.0	0	0	0
Clec4b1	NM_001190310|NM_027218	0.0	0	0	0
1700001G11Rik	NR_038077	0.0	0	0	0
Epha3	NM_010140	0.0	0	0	0
Taf6l	NM_001177798|NM_146092	0.0	0	0	0
Afap1l2	NM_001177797|NM_001177796|NM_146102	0.0	0	0	0
Htr2a	NM_172812	0.0	0	0	0
Sacs	NM_172809	0.0	0	0	0
Ttll6	NM_172799	0.0	0	0	0
Antxrl	NM_172808	0.0	0	0	0
Ppwd1	NM_172807	2.11330547393	14	0	0
Kcnh5	NM_172805	0.0	0	0	0
P2ry1	NM_008772	0.0919301480293	1	0	0
Psrc1	NM_001190161|NM_019976	0.209065813933	1	1	0
Rpl8	NM_012053	1563.37182603	3463	104	130
H2-Ke6	NM_013543	0.370486125616	1	0	0
Gzmb	NM_013542	0.0	0	0	0
Gstp1	NM_013541	350.719949842	246	0	32
Slc25a32	NM_172402	0.121272877791	1	1	0
Otub1	NM_134150	10.0095321284	47	0	4
Defa4	NM_010039	0.0	0	0	0
Klk8	NM_008940	0.0	0	0	0
Prss12	NM_008939	0.0	0	0	0
Atp10d	NR_003966|NM_153389	12.5798744163	210	52	0
Gm3258	NM_011509	330.970191841	354	0	0
Plxna3	NM_008883	0.0	0	0	0
Pikfyve	NM_011086	5.53148721049	173	15	1
Rad9	NM_011237	0.685318153964	4	0	0
Rad52	NM_011236|NM_001166382|NM_001166381|NM_001166383	0.0	0	0	0
Speer3	NM_027650	0.0	0	0	0
2810417H13Rik	NM_026515	0.0	0	0	0
Cdc42ep3	NM_026514	0.0	0	0	0
Bphl	NM_026512	0.147704146027	1	0	0
Ftsj2	NM_026510	0.0	0	0	0
Mrps11	NM_026498	104.439434951	305	0	85
Trap1	NM_026508	7.82310354474	49	0	2
Nudt12	NM_026497	36.889693513	236	171	0
Zwilch	NM_026507	28.5860094125	203	0	61
Snhg1	NR_002896	400.666774941	534	9	3
Snord22	NR_004445	56.6902636204	20	0	0
Wdr74	NM_134139	653.932013305	2205	237	39
Stau1	NM_001109905|NM_001109906|NM_011490	0.120252062321	1	0	0
Myh6	NM_001164171|NM_010856	0.0	0	0	0
Cyp1a2	NM_009993	0.0	0	0	0
Prkcc	NM_011102	0.936344709984	7	2	0
Gm2518	NR_015538	0.0	0	0	0
Slc39a1	NM_013901	23.5741666729	80	0	0
Ubxn1	NM_146093	430.099602727	1244	49	30
2310045N01Rik	NM_001145552	42.8578350112	72	0	0
5730408K05Rik	NR_027866	61.8141851124	50	31	7
1810009A15Rik	NM_025463	432.518869093	692	32	20
Mrpl19	NM_026490	23.4462521833	245	73	10
Atad1	NM_026487	46.3417163737	365	86	0
Tctn2	NM_026486	7.07494419233	52	8	0
Slitrk6	NM_175499	0.0	0	0	0
Pnma2	NM_175498	0.0	0	0	0
Tmem20	NM_175507	87.5125376231	826	1	219
Adamts19	NM_175506	0.0	0	0	0
Gm10767	NM_001177750	0.0	0	0	0
Rftn2	NM_028713	0.0	0	0	0
Rap2b	NM_028712	0.0851367401892	1	0	0
Arsg	NM_028710|NM_001166177	0.0	0	0	0
Btbd11	NM_028709|NM_001017525	0.0	0	0	0
Gm1993	NM_001102677	0.0	0	0	0
Osbpl11	NM_176840	27.8861899266	353	19	49
Esrp2	NM_176838	14.2691591862	102	0	0
Fam76b	NM_176836	0.0	0	0	0
Dnajc22	NM_176835	0.0	0	0	0
Rnf208	NM_176834	18.4870631144	69	0	7
Ppm1f	NM_176833	0.0	0	0	0
Sdhaf2	NM_025333	58.0063798586	503	103	90
Dak	NM_145496	1.90903496709	12	4	0
A430093F15Rik	NR_027805	0.0	0	0	0
Nfyc	NM_001048168|NM_008692	109.451692571	227	0	0
Dmrtc1c1|Dmrtc1c2	NM_001142691|NM_001142690	0.0	0	0	0
Sox4	NM_009238	0.0	0	0	0
Frk	NM_010237|NM_001159544	0.0	0	0	0
H2-DMa	NM_010386	0.0	0	0	0
Nkx2-1	NM_009385|NM_001146198	0.0	0	0	0
Ms4a10	NM_023529	0.0	0	0	0
Trpc2	NM_011644|NM_001109897	0.0	0	0	0
AW551984	NM_178737|NM_001199556	0.0	0	0	0
Ms4a5	NM_183190	0.0	0	0	0
Hdac1	NM_008228	389.400639717	574	66	223
Hcn3	NM_008227	0.0	0	0	0
Hcn2	NM_008226	0.0	0	0	0
Hcls1	NM_008225	0.0884907396169	1	0	0
Hcfc1	NM_008224	4.6337088391	105	5	1
Plac1l	NM_001037634	0.0	0	0	0
4930533P14Rik	NR_040478	0.0	0	0	0
4930568G15Rik	NR_040480	0.0	0	0	0
Selplg	NM_009151	0.0	0	0	0
Nr2f1	NM_010151	0.0	0	0	0
Nr2f6	NM_010150	0.0	0	0	0
Epor	NM_010149	0.0	0	0	0
Selenbp1	NM_009150	0.0	0	0	0
Ceacam11	NM_023289	0.0	0	0	0
Olfr1417	NM_146936	0.0	0	0	0
Olfr1418	NM_001011524	0.0	0	0	0
Olfr1419	NM_001011775	0.0	0	0	0
Olfr1420	NM_146410	0.0	0	0	0
Plac8l1	NM_027072	0.0	0	0	0
1700018F24Rik	NM_027069	0.0	0	0	0
Olfr1423	NM_146680	0.0	0	0	0
Olfr1424	NM_146681	0.0	0	0	0
Olfr1425	NM_001011853	0.0	0	0	0
Saa4	NM_011316	0.0	0	0	0
Olfr1427	NM_146679	0.0	0	0	0
Olfr1428	NM_146678	0.0	0	0	0
Olfr76	NM_146682	0.0	0	0	0
Olfr1431	NM_146414	0.0	0	0	0
Olfr262	NM_146688	0.0	0	0	0
Olfr235	NM_146686	0.0	0	0	0
Olfr1433|Olfr1434	NM_146685|NM_207626	0.0	0	0	0
Olfr1436	NM_146687	0.0	0	0	0
Olfr1437	NM_001011839	0.0	0	0	0
Olfr1440	NM_146684	0.0	0	0	0
Olfr1441	NM_146683	0.0	0	0	0
4930548H24Rik	NM_026296	0.0	0	0	0
A330040F15Rik	NR_015503	0.0	0	0	0
Gm4952	NM_001167907|NM_001013762	0.0	0	0	0
Pcna	NM_011045	77.9015457419	130	0	0
Olfr1442	NM_146697	0.0	0	0	0
S100a4	NM_011311	11.8095236754	17	0	0
S100a1	NM_011309	0.0	0	0	0
U05342	NR_024093	0.0	0	22	0
Plat	NM_008872	1.26948563422	9	0	0
H2-DMb1	NM_010387	0.0	0	0	0
Olfr1444	NM_146702	0.0	0	0	0
Olfr1445	NM_146699	0.0	0	0	0
Olfr1446	NM_146704	0.0	0	0	0
Olfr1447	NM_146703	0.0	0	0	0
Gm5512	NR_002891	0.0	0	1	0
Olfr1448	NM_146701	0.0	0	0	0
Olfr1449	NM_146303	0.0	0	0	0
Olfr1450	NM_146371	0.0	0	0	0
Olfr1451	NM_146705	0.0	0	0	0
Olfr1453	NM_146700	0.0	0	0	0
Olfr1454	NM_146692	0.0	0	0	0
Olfr1457	NM_146575	0.0	0	0	0
Olfr1459	NM_146689	0.0	0	0	0
Olfr1461	NM_146302	0.0	0	0	0
Olfr1462	NM_146693	0.0	0	0	0
Olfr1463	NM_001011840	0.0	0	0	0
Olfr1465	NM_001011841	0.0	0	0	0
Olfr1466	NM_146694	0.0	0	0	0
Olfr1467	NM_146691	0.0	0	0	0
Olfr1469	NM_146695	0.0	0	0	0
Olfr1471	NM_207132	0.0	0	0	0
Olfr1472	NM_146690	0.0	0	0	0
Olfr1474	NM_001011842	0.0	0	0	0
Olfr1475	NM_146301	0.0	0	0	0
Olfr1480	NM_207575	0.0	0	0	0
Olfr1484	NM_146291	0.0	0	0	0
Olfr1487	NM_146636	0.0	0	0	0
Olfr1489	NM_146635	0.0	0	0	0
Olfr1490	NM_001011832	0.0	0	0	0
Olfr1491	NM_146345	0.0	0	0	0
Olfr1494	NM_146990	0.0	0	0	0
Olfr1495	NM_146344	0.0	0	0	0
Ccl2	NM_011333	1.32933731424	3	0	0
Olfr1497	NM_146741	0.0	0	0	0
Olfr1499	NM_146796	0.0	0	0	0
Olfr1500	NM_001011831	0.0	0	0	0
Olfr1501	NM_146633	0.0	0	0	0
Olfr1502	NM_146797	0.0	0	0	0
Olfr1504	NM_146634	0.0	0	0	0
Olfr1505	NM_001011850	0.0	0	0	0
Cacnb1	NM_145121|NM_001159320|NM_031173|NM_001159319	0.0	0	0	0
Gm14479	NM_001242951	0.0	0	0	0
4931409K22Rik	NM_177676|NR_033188	0.0	0	0	0
Gm3706	NM_001243001	0.0	0	0	0
E030024N20Rik	NR_033228	1.81355108738	30	0	12
Lnp	NM_001110209|NM_027133	6.2953617096	153	0	6
Fam160b1	NM_145505	12.4335933425	196	10	0
Me2	NM_145494	0.072739027514	1	0	0
Zfp521	NM_145492	0.0	0	0	0
Pi4k2a	NM_145501	20.8470940623	220	0	77
Ubtd1	NM_145500	1.75416809967	8	0	0
Ctso	NM_177662	0.0	0	0	0
Ralgapb	NM_177658	3.84214394674	90	0	0
Adamdec1	NM_021475	0.0	0	0	0
Tmem43	NM_028766	0.375945921151	3	0	1
Acoxl	NM_028765	0.0	0	0	0
Akr1a4	NM_021473	195.263500635	761	0	7
2410127L17Rik	NM_026120	2.06842833066	2	1	1
Adcy10	NM_173029	0.0	0	0	0
Dclk3	NM_172928	0.0	0	0	0
Vps13a	NM_173028	0.0	0	0	0
E030003E18Rik	NR_015502	0.0	0	0	0
Slc26a2	NM_007885	0.0924536953388	1	0	0
Epyc	NM_007884	0.0	0	0	0
Dsg2	NM_007883	0.0	0	0	0
Fam108b	NM_146096	0.0	0	0	0
Dph3	NM_001047433|NM_172254	114.161703134	962	3	3
Snrpa	NM_001046637|NM_015782	137.92533802	310	0	0
Olfr15	NM_008762	0.0	0	0	0
Fxyd5	NM_008761|NM_001111073	2.79040802362	7	0	0
Ogn	NM_008760	0.0	0	0	0
Sebox	NM_008759	0.0	0	0	0
Odf1	NM_008757	0.0	0	0	0
Ocln	NM_008756	0.0	0	0	0
Oaz1	NM_008753	28.1959440863	6	0	0
Nxph1	NM_008751	0.0	0	0	0
Nxn	NM_008750	1.30919583979	10	0	0
Ntsr2	NM_008747	0.0	0	0	0
Ntrk3	NM_008746|NM_182809	0.0	0	0	0
Ntrk2	NM_008745|NM_001025074	0.0257682990688	1	0	0
Ntn1	NM_008744	0.0	0	0	0
Ntf3	NM_008742|NM_001164035|NM_001164034	0.0	0	0	0
Nsg2	NM_008741	0.0	0	0	0
Mro	NM_027741	0.0	0	0	0
Poc1b	NM_027740	0.0654837963135	1	0	0
Spon2	NM_133903	0.0	0	0	0
Sdsl	NM_133902	0.0	0	0	0
Mier1	NM_027696|NM_001039081	0.0	0	0	0
Mir204	NR_029591	0.0	0	0	0
Mir1192	NR_035423	0.0	0	0	0
Sirt4	NM_133760|NM_001167691	0.0	0	0	0
Slco6c1	NM_028942	0.0	0	0	0
4933407C03Rik	NM_001163262|NM_028941	15.6173647899	198	0	0
Ptar1	NM_028208	0.0	0	0	0
Ndufa5	NM_026614	454.079672706	698	318	253
Ccdc34	NM_026613	0.0	0	0	0
Ndufb2	NM_026612	46.1484178492	58	8	6
Leprotl1	NM_026609	57.6826115964	418	20	0
Cgnl1	NM_026599	9.20104541995	174	0	45
Zfp334	NM_178411	0.0	0	0	0
Pgm5	NM_175013	0.108853588873	2	0	0
Serpinb2	NM_001174170|NM_011111	0.0	0	0	0
Cbwd1	NR_033744|NM_146097	253.163999063	1387	160	45
Snora19	NR_034047	0.0	0	0	0
Ttk	NM_009445|NM_001110265	37.018504185	301	0	57
Col4a3	NM_007734	0.0	0	0	0
Mtmr6	NM_144843	0.0936660438221	1	0	1
Otx2	NM_144841	0.0	0	0	0
Sgtb	NM_144838	0.0	0	0	0
Slc17a2	NM_144836	0.0	0	0	0
Serpina10	NM_144834	0.0	0	0	0
Zfp410	NM_144833	28.5564956702	186	0	0
4732418C07Rik	NM_172698	0.0	0	0	0
Ppp1r1b	NM_144828	0.0	0	0	0
Utp6	NM_144826	77.1859665953	826	186	0
Olfr24	NM_146606	0.0	0	0	0
Vwa2	NM_172840	0.0	0	0	0
Ccnj	NM_172839	0.0	0	0	0
C030016D13Rik	NR_027987	0.0	0	0	0
0610007L01Rik	NM_001081394|NM_027854	16.7303597453	153	14	0
Wdr70	NM_001081402	0.542779065492	3	5	0
Pigv	NM_001145956|NM_001145955|NM_178698	0.0	0	0	0
Pgk2	NM_031190	0.0	0	0	0
Arl8b	NM_026011	213.519405526	1748	64	176
Rassf4	NM_178045	0.140742680128	3	0	0
Cdc37l1	NM_025950	74.4237003821	525	0	52
Gm10136	NM_001178039	0.0	0	0	0
1700018L02Rik	NR_028360	0.0	0	0	0
Ppargc1a	NR_027710|NM_008904	0.0	0	0	0
Meg3	NR_027652|NR_027651|NR_003633	0.0	0	0	0
Insl6	NM_013754	0.0	0	0	0
Gbp4	NM_008620	0.0	0	0	0
A930007I19Rik	NR_015567	0.0	0	0	0
Zzz3	NM_001080755|NM_198416	0.215716803482	4	0	0
Kbtbd10	NM_001081087	0.0	0	0	0
Rapgefl1	NM_001080925	0.346325939485	4	0	2
Ftsjd2	NM_028791	33.9676483844	313	0	21
Slc24a1	NM_144813	0.0	0	0	0
Trpd52l3	NM_025741	0.0	0	0	0
Fam84a	NM_029007	0.0	0	0	0
Dpp8	NM_028906	0.0756670815877	1	1	0
Gm5972	NR_003650	0.0	0	0	0
Gm9767	NR_028030	0.0	0	0	0
8430431K14Rik	NR_002849	0.0	0	0	0
4921511M17Rik	NM_001201358	0.0	0	0	0
4921511M17Rik	NM_001201358	0.0	0	0	0
2410004P03Rik	NM_001201333|NM_001201332	0.0	0	0	0
5730507C01Rik	NM_001201330|NM_001033157	0.313563323173	1	0	0
2700046G09Rik	NR_033198	0.0	0	0	0
Cyth3	NM_011182|NM_001163548	0.304253736937	3	0	0
Isg15	NM_015783	0.0	0	0	0
Nap1l1	NM_015781|NM_001146707	715.823122401	3020	0	0
Doc2a	NM_010069	1.73449680746	11	0	0
Dnajc6	NM_198412|NM_001164585|NM_001164584|NM_001164583	0.0	0	0	0
Ass1	NM_007494	55.5077617733	76	0	0
I830012O16Rik	NM_001005858	0.0	0	0	0
Rbp2	NM_009034	0.0	0	0	0
Prm2	NM_008933	0.0	0	0	0
Cldn13	NM_020504	0.0	0	0	0
Ms4a7	NM_027836|NM_001025610	0.416573374307	1	0	0
Tyk2	NM_001205312|NM_018793	6.02186482777	81	0	33
Slc12a3	NM_001205311|NM_019415	0.0	0	0	0
Hectd2	NM_001163471|NM_172637	0.0	0	0	0
1500017E21Rik	NR_033510	0.0	0	0	0
Cacng5	NM_001199301|NM_080644	0.0	0	0	0
Rhbdf2	NM_001167680|NM_172572	0.0	0	0	0
Bgn	NM_007542	3.32090860189	22	0	0
Bdnf	NM_007540|NM_001048139|NM_001048141|NM_001048142	0.0	0	0	0
Bdkrb1	NM_007539	0.0	0	0	0
Opn1sw	NM_007538	0.0	0	0	0
Bcl2l2	NM_007537	0.0	0	0	0
Ccdc155	NM_201374	0.0	0	0	0
Prmt8	NM_201371	0.0	0	0	0
Kdelr2	NM_025841	5.80414883684	30	1	0
Nudt16l1	NM_025839	27.8801792316	79	9	2
2610028H24Rik	NM_029816	0.0	0	0	0
Crls1	NM_001024385|NM_025646	10.5148015018	43	0	10
Snrnp40	NM_025645	89.0622515977	396	0	83
2610039C10Rik	NM_025642	43.9905927752	160	16	18
Uqcrh	NM_025641	830.824555832	1098	0	0
2310014L17Rik	NM_029809	0.0	0	0	0
Arrdc5	NM_029799	0.0	0	0	0
Flywch2	NM_029798	0.0	0	0	0
Mnd1	NM_029797	0.731861936667	1	0	0
Clcf1	NM_019952	0.0	0	0	0
Sec11a	NM_019951	163.171676424	509	7	10
Cftr	NM_021050	0.0	0	0	0
Ppp6r1	NM_172894	0.0	0	0	0
Scgn	NM_145399	0.0	0	0	0
Slc13a4	NM_172892	0.0	0	0	0
5730455O13Rik	NM_001081075	32.18936106	126	0	39
Arhgap22	NM_153800	4.94894168721	36	0	0
Acap1	NM_153788	0.0	0	0	0
Vgll2	NM_153786	0.0	0	0	0
Ccdc64b	NM_153784	0.0	0	0	0
Paox	NM_153783	0.0	0	0	0
Fam20a	NM_153782	0.0	0	0	0
Pygb	NM_153781	0.0	0	0	0
Aifm2	NM_178058|NM_001039194|NM_153779	0.0	0	0	0
Cyp2c66	NM_001011707	0.0	0	0	0
Cyp2c53-ps	NR_033614	0.0	0	0	0
Cntfr	NM_016673|NM_001136056|NM_001146080	0.0	0	0	0
Cyp2c67	NM_001024719	0.0	0	0	0
Cyp2c68	NM_001039555	0.0	0	0	0
Cyp2c40	NM_010004	0.0	0	0	0
Cyp2c69	NM_001104525	0.0	0	0	0
Cyp2c54	NM_206537	0.0	0	0	0
Cyp2c50	NM_001167877|NM_001167875|NM_134144	0.0	0	0	0
Agtpbp1	NM_023328|NM_001048008	0.0	0	0	0
Serpinb6d	NM_001076790	0.0	0	0	0
1810012P15Rik	NM_001076681	3.85464019417	54	18	0
Rpl38	NM_001048057|NM_023372|NM_001048058	675.050216034	200	223	0
Trim17	NM_031172	0.0	0	0	0
Krt8	NM_031170	0.0	0	0	0
Kcnmb1	NM_031169	0.0	0	0	0
Il6	NM_031168	0.0	0	0	0
Id4	NM_031166	0.0	0	0	0
F13b	NM_031164	0.0	0	0	0
Tbx20	NM_194263|NM_020496|NM_001205085	0.279634062867	5	0	1
Xpo4	NM_020506	48.6080657705	423	0	59
Rarres2	NM_027852	0.0	0	0	0
Dgke	NM_019505	0.0	0	0	0
Snx20	NM_027840	0.249057618615	1	0	0
Ceacam20	NM_027839	0.0	0	0	0
Opalin	NM_153520	0.0	0	0	0
Satb1	NM_009122|NM_001163632|NM_001163631|NM_001163630	39.8465435491	674	14	16
Sat1	NM_009121	4116.99025421	7366	386	559
Tm9sf3	NM_133352	0.585585546965	10	0	1
Pik3ap1	NM_031376	0.478019192286	4	0	0
Tbp	NM_013684	166.165239797	857	19	17
1700034H14Rik	NM_025969	22.9026557582	69	4	0
Supt5h	NM_013676	7.06973211165	70	0	0
Spnb1	NM_013675	0.0	0	0	0
2310039H08Rik	NM_025966	0.924058538406	2	1	0
Lpcat2	NM_173014	0.0	0	0	0
Rrp12	NM_199447	6.36584354912	77	1	40
Acp6	NM_019800	0.0	0	0	0
Pldn	NM_019788	0.0	0	0	0
Sult3a1	NM_020565	0.0	0	0	0
Sult5a1	NM_020564	141.9357898	461	117	95
Serpinb7	NM_027548	0.0	0	0	0
Prdm5	NM_027547	0.163679479878	1	0	0
Mir3085	NR_037246	0.0	0	0	0
Alox8	NM_009661	0.112205034588	1	0	0
Fbxo38	NM_134136	5.76570085986	71	0	0
Lrrc34	NM_027941	0.0	0	0	0
Hmgxb3	NM_134134|NM_178277	0.140003375692	2	0	0
Rpusd4	NM_028040	66.9278515932	335	156	4
Esco2	NM_028039	100.775293317	818	111	65
Ddx28	NM_028038	14.3164868423	75	5	0
Caskin1	NM_027937	3.32856011545	57	0	0
Suv420h2	NM_001115018|NM_146177	0.0	0	0	0
Mei1	NM_028897	0.0894885054106	1	0	0
Cutc	NM_001113562|NM_025530	4.75080330719	17	4	0
Gm3852	NM_001177356	0.0	0	0	0
AW112010	NM_001177351	0.0	0	0	0
Gm10768	NR_033472	0.0	0	0	0
Eif3e	NM_008388	889.447837267	2468	4	62
Ins2	NM_008387|NM_001185083|NM_001185084	0.0	0	0	0
Ins1	NM_008386	0.0	0	0	0
Erlin1	NM_145502|NM_001164359|NM_001164360	2.52200326409	22	0	2
Gm5934	NM_001100444	0.0	0	0	0
OTTMUSG00000016609	NM_001100416	0.0	0	0	0
Pnp2	NM_001123371	38.747256496	81	7	0
Gm3417	NM_001123368	0.0	0	0	0
Sez6l2	NM_144926	37.3760189052	342	1	107
Zfand3	NM_148926	12.4473527827	90	0	14
Fyco1	NM_148925|NM_001110253	0.0	0	0	0
Myo3a	NM_148413	0.0	0	0	0
Atxn7l2	NM_175183	0.0	0	0	0
Nek11	NM_172461	0.0	0	0	0
Slc27a6	NM_001081072	0.0	0	0	0
Tubb1	NM_001080971	0.0	0	0	0
Ttc23	NM_001168475|NM_001168477|NM_001168476|NM_025905	0.0	0	0	0
Ppp3cc	NM_008915	18.7924712896	103	8	0
Hsph1	NM_013559	105.409161489	1027	180	0
Hspb1	NM_013560	0.0	0	0	0
Trim59	NM_025863	40.0158901591	294	0	44
Hspa1l	NM_013558	0.0	0	0	0
Eif2ak1	NM_013557	22.6035304623	176	59	0
Arl1	NM_025859	114.422616233	153	0	2
Ppp1r3f	NM_138605	0.0	0	0	0
D6Wsu163e	NM_138594	82.504843241	517	60	0
Otud5	NM_138604	119.503564438	834	0	0
Larp7	NM_138593	45.1341669074	207	0	69
Ccdc22	NM_138603	0.0	0	0	0
2900011O08Rik	NM_144518	0.0	0	0	0
Zmynd11	NM_144516|NM_001199141	5.73955799788	62	27	0
Commd1	NM_144514	33.1825128449	76	0	0
Slc6a13	NM_144512	0.0	0	0	0
Ces3b	NM_144511|NM_001159415	0.0	0	0	0
Arl6ip4	NM_144509	0.302156197203	1	0	0
Osbpl2	NM_144500	170.767785222	1313	73	55
Mllt6	NM_139311	0.0	0	0	0
Wwp1	NM_177327	32.732167918	423	66	0
Pak2	NM_177326	19.8222279114	228	0	8
Rint1	NM_177323	0.0	0	0	0
Agtr1a	NM_177322	0.0	0	0	0
Nolc1	NM_001039351|NM_001039352|NM_001039353|NM_053086	190.068190775	1927	125	249
Smok3a	NM_001168602|NM_001126045	0.0	0	0	0
5033411D12Rik	NM_138654	0.0	0	0	0
Bspry	NM_138653	98.7639915635	482	0	0
Atp12a	NM_138652	0.0	0	0	0
Cds2	NM_138651	49.1713469634	1105	105	72
Syt17	NM_138649	0.0	0	0	0
Dgkg	NM_138650	0.0	0	0	0
Olr1	NM_138648	0.0	0	0	0
Hps4	NM_138646	0.0	0	0	0
Txlnb	NM_138628	0.0	0	0	0
Tomm70a	NM_138599	194.928656682	2062	18	86
Fam50a	NM_138607	93.7418300138	363	18	0
Atp5o	NM_138597	341.95081126	585	61	112
Med10	NM_138596	471.37749873	1125	0	0
Dse	NM_172508	0.0	0	0	0
Sh3bgrl2	NM_172507	11.6729235788	109	51	0
Mir146b	NR_030468	0.0	0	0	0
Etv6	NM_007961	10.1146869032	157	0	4
Pcgf2	NM_009545|NM_001163308|NM_001163307	1.27624159261	8	0	0
Ihh	NM_010544	0.0	0	0	0
Rnf103	NM_009543	0.0	0	0	0
Zbtb17	NM_009541	48.5285156875	458	74	0
Zap70	NM_009539	0.0	0	0	0
Trap1a	NM_011635	0.0	0	0	0
Myt1l	NM_001093775|NM_008666|NM_001093778|NM_001093776	0.0	0	0	0
1810030J14Rik	NM_025470	0.0	0	0	0
Nt5c2	NR_028353|NM_001164365|NM_001164363|NM_029810	1.16177390342	12	0	4
Synm	NM_207663|NM_201639|NM_183312	0.0	0	1	0
Defb40	NM_183039	0.0	0	0	0
Defb39	NM_183038	0.0	0	0	0
Defb38	NM_183036	0.0	0	0	0
Defb34	NM_183035	0.0	0	0	0
Defb14	NM_183026	0.0	0	0	0
Ctsl	NM_009984	430.625929749	2377	47	8
Ear5	NM_019398	0.0	0	0	0
